48,スポーツ用品5,商品説明文！,3000,new_article,yu_mail,within_3days,buyer,1,ナイキ,6,929,1,2013/3/30 0:00,2020/1/1 0:00
49,ハンドメイド1,商品説明文！,500,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1020,2,2013/3/30 0:00,2020/1/1 0:00
50,ハンドメイド2,商品説明文！,501,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1020,2,2013/3/30 0:00,2020/1/1 0:00
51,ハンドメイド3,商品説明文！,502,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1020,2,2013/3/30 0:00,2020/1/1 0:00
52,ハンドメイド4,商品説明文！,503,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1020,2,2013/3/30 0:00,2020/1/1 0:00
53,ハンドメイド5,商品説明文！,504,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1020,2,2013/3/30 0:00,2020/1/1 0:00
54,チケット1,商品説明文！,2000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
55,チケット2,商品説明文！,2001,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
56,チケット3,商品説明文！,2002,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
57,チケット4,商品説明文！,2003,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
58,チケット5,商品説明文！,2004,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
59,チケット6,商品説明文！,2005,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1060,1,2013/3/30 0:00,2020/1/1 0:00
60,自動車1,商品説明文！,250000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,1,2013/3/30 0:00,2020/1/1 0:00
61,自動車2,商品説明文！,250001,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,1,2013/3/30 0:00,2020/1/1 0:00
62,自動車3,商品説明文！,250002,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,2,2013/3/30 0:00,2020/1/1 0:00
63,自動車4,商品説明文！,250003,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,1,2013/3/30 0:00,2020/1/1 0:00
64,自動車5,商品説明文！,250004,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,2,2013/3/30 0:00,2020/1/1 0:00
65,自動車6,商品説明文！,250005,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,1105,1,2013/3/30 0:00,2020/1/1 0:00
